CustomerID;Count;Country;State;City;Zip Code;Lat Long;Latitude;Longitude;Gender;Senior Citizen;Partner;Dependents;Tenure Months;Phone Service;Multiple Lines;Internet Service;Online Security;Online Backup;Device Protection;Tech Support;Streaming TV;Streaming Movies;Contract;Paperless Billing;Payment Method;Monthly Charges;Total Charges;Churn Label;Churn Value;Churn Score;CLTV;Churn Reason
4452-ROHMO;1;United States;California;San Diego;92128;33.000269, -117.072093;33,000269;-117,072093;Female;No;No;No;15;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;21,56;364,76;No;0;38;2722;
3090-LETTY;1;United States;California;San Diego;92130;32.957195, -117.202542;32,957195;-117,202542;Male;No;No;Yes;2;Yes;Yes;DSL;Yes;Yes;No;No;No;No;Month-to-month;No;Bank transfer (automatic);67,045;148,06;No;0;78;3172;
5349-AZPEW;1;United States;California;San Diego;92131;32.89325, -117.087091;32,89325;-117,087091;Female;No;Yes;Yes;5;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;No;Mailed check;27,555;138,05;No;0;24;2071;
9720-JJJOR;1;United States;California;San Ysidro;92173;32.555828, -117.040073;32,555828;-117,040073;Male;No;Yes;No;41;Yes;No;DSL;Yes;Yes;Yes;No;No;No;One year;Yes;Bank transfer (automatic);66,33;2762,43;No;0;50;4565;
8100-HZZLJ;1;United States;California;Indio;92201;33.713891, -116.237257;33,713891;-116,237257;Female;No;No;Yes;43;Yes;No;DSL;Yes;Yes;No;No;No;Yes;Month-to-month;Yes;Electronic check;70,345;3010,755;No;0;55;4205;
8775-ERLNB;1;United States;California;Indio;92203;33.752938, -116.230055;33,752938;-116,230055;Male;Yes;Yes;No;1;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Electronic check;81,73;81,73;No;0;47;2968;
8309-IEYJD;1;United States;California;Indian Wells;92210;33.537646, -116.291089;33,537646;-116,291089;Female;Yes;No;No;1;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;77,66;77,66;No;0;25;2576;
7398-HPYZQ;1;United States;California;Beaumont;92223;33.946982, -116.977672;33,946982;-116,977672;Male;No;Yes;No;71;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Bank transfer (automatic);99,605;7044,4;No;0;23;5007;
3546-GHEAE;1;United States;California;Blythe;92225;33.674583, -114.71612;33,674583;-114,71612;Male;No;No;No;7;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;21,395;181,885;No;0;42;2600;
7361-YPXFS;1;United States;California;Brawley;92227;33.03933, -115.191857;33,03933;-115,191857;Female;Yes;No;No;28;Yes;Yes;DSL;No;Yes;Yes;Yes;No;No;Month-to-month;No;Bank transfer (automatic);70,895;2054,36;No;0;37;3820;
6557-BZXLQ;1;United States;California;Cabazon;92230;33.929812, -116.76058;33,929812;-116,76058;Male;Yes;No;No;16;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Electronic check;76,615;1147,63;No;0;63;5610;
2550-QHZGP;1;United States;California;Calexico;92231;32.690654, -115.431225;32,690654;-115,431225;Male;No;No;No;7;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;21,45;141,46;No;0;71;4271;
7519-JTWQH;1;United States;California;Calipatria;92233;33.143826, -115.497485;33,143826;-115,497485;Female;No;No;No;69;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);121,55;8200,995;No;0;33;4803;
2538-OIMXF;1;United States;California;Cathedral City;92234;33.829583, -116.474131;33,829583;-116,474131;Female;No;No;Yes;1;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;No;Mailed check;27,17;27,17;No;0;55;3065;
8543-MSDMF;1;United States;California;Coachella;92236;33.680031, -116.171678;33,680031;-116,171678;Male;No;No;No;3;Yes;No;DSL;Yes;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;85,14;226,765;No;0;24;5528;
1170-SASML;1;United States;California;Desert Hot Springs;92240;33.948558, -116.516976;33,948558;-116,516976;Female;No;Yes;No;69;Yes;Yes;Fiber optic;No;Yes;Yes;No;No;No;Month-to-month;Yes;Bank transfer (automatic);93,94;6456,34;No;0;62;5976;
4872-JCVCA;1;United States;California;Desert Hot Springs;92241;33.832799, -116.250973;33,832799;-116,250973;Female;No;Yes;No;71;No;No phone service;DSL;Yes;Yes;Yes;Yes;No;No;Two year;Yes;Bank transfer (automatic);52,36;3715,58;No;0;22;4795;
5346-BZCHP;1;United States;California;Earp;92242;34.137742, -114.36514;34,137742;-114,36514;Female;No;Yes;Yes;69;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;21,34;1480,82;No;0;57;6408;
2038-LLMLM;1;United States;California;El Centro;92243;32.770393, -115.60915;32,770393;-115,60915;Female;No;No;No;48;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;114,235;5440,655;No;0;78;4304;
1216-BGTSP;1;United States;California;Imperial;92251;32.858595, -115.662709;32,858595;-115,662709;Male;No;No;No;45;Yes;Yes;Fiber optic;Yes;No;Yes;Yes;Yes;Yes;Month-to-month;Yes;Credit card (automatic);119,295;5461,17;No;0;33;5093;
4138-NAXED;1;United States;California;Joshua Tree;92252;34.167236, -116.281511;34,167236;-116,281511;Male;No;No;No;51;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;Month-to-month;No;Bank transfer (automatic);89,1;4494,325;No;0;34;4121;
0744-BIKKF;1;United States;California;Mecca;92254;33.543835, -115.993906;33,543835;-115,993906;Male;No;No;No;72;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Bank transfer (automatic);95,315;6847,28;No;0;67;4621;
7483-IQWIB;1;United States;California;Morongo Valley;92256;34.097863, -116.594561;34,097863;-116,594561;Male;No;Yes;Yes;37;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;No;Month-to-month;Yes;Electronic check;102,245;3756,775;No;0;42;3462;
5248-KWLAR;1;United States;California;Niland;92257;33.345825, -115.596574;33,345825;-115,596574;Male;No;Yes;No;71;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Electronic check;99,385;6957,775;No;0;28;6483;
7996-MHXLW;1;United States;California;Ocotillo;92259;32.698964, -115.886656;32,698964;-115,886656;Female;No;No;No;66;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Credit card (automatic);27,665;1851,96;No;0;61;6141;
7833-PKIHD;1;United States;California;Palm Desert;92260;33.694501, -116.412711;33,694501;-116,412711;Male;No;Yes;No;51;Yes;No;DSL;Yes;No;No;Yes;Yes;Yes;One year;Yes;Bank transfer (automatic);84,04;4362,93;No;0;52;6385;
7061-OVMIM;1;United States;California;Palm Springs;92262;33.839989, -116.659215;33,839989;-116,659215;Female;No;Yes;No;30;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Bank transfer (automatic);21,505;669,35;No;0;50;5203;
5153-RTHKF;1;United States;California;Palm Springs;92264;33.745746, -116.514215;33,745746;-116,514215;Female;No;No;No;34;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Month-to-month;No;Electronic check;93,885;3186,26;No;0;78;3818;
1852-QSWCD;1;United States;California;Palo Verde;92266;33.3249, -114.758334;33,3249;-114,758334;Male;No;Yes;Yes;64;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Mailed check;27,28;1666,335;No;0;55;6281;
4832-VRBMR;1;United States;California;Parker Dam;92267;34.273872, -114.192901;34,273872;-114,192901;Male;Yes;Yes;No;65;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;One year;Yes;Bank transfer (automatic);113,465;7471,695;No;0;51;6441;
9079-LWTFD;1;United States;California;Pioneertown;92268;34.201108, -116.593456;34,201108;-116,593456;Male;No;No;No;47;Yes;Yes;Fiber optic;Yes;Yes;No;Yes;Yes;No;Month-to-month;No;Mailed check;110,825;5136,12;No;0;27;2508;
3392-EHMNK;1;United States;California;Thermal;92274;33.53604, -116.119222;33,53604;-116,119222;Female;No;Yes;Yes;67;Yes;Yes;Fiber optic;No;Yes;No;Yes;Yes;No;Two year;No;Credit card (automatic);103,51;6933,08;No;0;58;4803;
5986-WWXDV;1;United States;California;Salton City;92275;33.28156, -115.955541;33,28156;-115,955541;Male;No;No;No;39;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Bank transfer (automatic);21,285;857,12;No;0;68;2607;
3061-BCKYI;1;United States;California;Thousand Palms;92276;33.849263, -116.382778;33,849263;-116,382778;Male;No;No;No;14;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;21,89;312,125;No;0;34;3854;
7901-TBKJX;1;United States;California;Twentynine Palms;92278;34.457829, -116.139589;34,457829;-116,139589;Male;Yes;No;No;56;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;111,155;6153,4;No;0;65;5514;
7228-PAQPD;1;United States;California;Vidal;92280;34.264124, -114.717964;34,264124;-114,717964;Female;No;No;No;14;Yes;No;DSL;No;No;No;Yes;No;Yes;One year;No;Credit card (automatic);65,01;850,135;No;0;58;5718;
7746-QYVCO;1;United States;California;White Water;92282;33.972293, -116.654195;33,972293;-116,654195;Male;No;Yes;No;16;Yes;No;DSL;Yes;Yes;No;No;No;No;One year;Yes;Mailed check;61,435;943,58;No;0;55;2464;
5804-HYIEZ;1;United States;California;Winterhaven;92283;32.852947, -114.850784;32,852947;-114,850784;Male;No;Yes;Yes;70;Yes;Yes;Fiber optic;Yes;Yes;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;116,655;8309,455;No;0;30;4583;
9919-FZDED;1;United States;California;Yucca Valley;92284;34.159534, -116.425984;34,159534;-116,425984;Male;Yes;Yes;No;72;Yes;Yes;DSL;Yes;Yes;Yes;No;Yes;Yes;Two year;Yes;Credit card (automatic);92,51;6579,815;No;0;63;4671;
5934-TSSAU;1;United States;California;Landers;92285;34.341737, -116.539416;34,341737;-116,539416;Female;No;Yes;Yes;23;Yes;No;Fiber optic;No;No;Yes;No;No;No;Month-to-month;Yes;Credit card (automatic);82,83;1873,19;No;0;49;5903;
3486-KHMLI;1;United States;California;Adelanto;92301;34.667815, -117.536183;34,667815;-117,536183;Male;No;No;Yes;21;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;27,17;513,865;No;0;54;5403;
6784-XYJAE;1;United States;California;Fort Irwin;92310;35.349241, -116.770281;35,349241;-116,770281;Female;No;No;No;36;Yes;Yes;DSL;No;No;Yes;No;No;No;One year;No;Electronic check;61,38;2135,65;No;0;25;4770;
3933-DQPWX;1;United States;California;Barstow;92311;34.965648, -117.001509;34,965648;-117,001509;Female;No;No;No;50;No;No phone service;DSL;No;Yes;Yes;Yes;No;No;Two year;No;Credit card (automatic);43,67;2126,025;No;0;49;5174;
6661-EIPZC;1;United States;California;Grand Terrace;92313;34.029175, -117.307211;34,029175;-117,307211;Female;No;Yes;Yes;48;No;No phone service;DSL;No;No;No;Yes;No;No;Month-to-month;Yes;Credit card (automatic);32,45;1565,355;No;0;36;3194;
8957-THMOA;1;United States;California;Big Bear City;92314;34.278967, -116.773825;34,278967;-116,773825;Female;No;No;Yes;50;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);22,165;1067,935;No;0;27;4263;
2251-PYLPB;1;United States;California;Big Bear Lake;92315;34.242058, -116.89802;34,242058;-116,89802;Male;No;Yes;No;72;Yes;Yes;DSL;Yes;Yes;Yes;Yes;No;Yes;Two year;No;Credit card (automatic);87,505;6391,99;No;0;55;4766;
5555-RNPGT;1;United States;California;Bloomington;92316;34.059722, -117.39104;34,059722;-117,39104;Male;No;No;Yes;10;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Credit card (automatic);27,28;246,29;No;0;36;5212;
1057-FOGLZ;1;United States;California;Calimesa;92320;33.982787, -117.057627;33,982787;-117,057627;Female;No;No;No;18;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;21,615;430,87;No;0;20;4333;
8087-LGYHQ;1;United States;California;Crestline;92325;34.248061, -117.29028;34,248061;-117,29028;Male;No;No;No;9;Yes;No;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;103,455;892,815;No;0;42;3475;
4137-BTIKL;1;United States;California;Daggett;92327;34.875144, -116.821698;34,875144;-116,821698;Male;No;No;No;2;Yes;Yes;Fiber optic;Yes;No;No;No;No;Yes;Month-to-month;No;Mailed check;99,825;192,225;No;0;60;4766;
2190-BCXEC;1;United States;California;Death Valley;92328;36.27688, -117.033326;36,27688;-117,033326;Female;No;Yes;No;40;Yes;Yes;Fiber optic;No;No;No;Yes;No;No;Month-to-month;Yes;Credit card (automatic);86,735;3439,535;No;0;45;5257;
6227-FBDXH;1;United States;California;Essex;92332;34.9436, -115.287901;34,9436;-115,287901;Male;No;Yes;No;69;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;One year;No;Bank transfer (automatic);109,45;7525,595;No;0;56;4237;
2911-WDXMV;1;United States;California;Fontana;92335;34.087558, -117.464096;34,087558;-117,464096;Male;No;No;Yes;18;Yes;Yes;Fiber optic;No;No;Yes;No;No;No;Month-to-month;Yes;Credit card (automatic);88,605;1547,315;No;0;37;5334;
7206-PQBBZ;1;United States;California;Fontana;92336;34.136367, -117.460803;34,136367;-117,460803;Male;Yes;Yes;No;11;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;77,22;918,17;No;0;29;2848;
4547-FZJWE;1;United States;California;Forest Falls;92339;34.067699, -116.903891;34,067699;-116,903891;Male;No;Yes;No;55;Yes;No;DSL;Yes;No;No;No;No;Yes;One year;No;Credit card (automatic);65,395;3472,7;No;0;77;5712;
7422-WNBTY;1;United States;California;Green Valley Lake;92341;34.244411, -117.072654;34,244411;-117,072654;Male;No;Yes;No;33;Yes;Yes;Fiber optic;No;Yes;Yes;No;No;Yes;Month-to-month;Yes;Electronic check;102,685;3401,2;No;0;40;3348;
0842-IWYCP;1;United States;California;Helendale;92342;34.757783, -117.33997;34,757783;-117,33997;Female;No;No;No;46;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Bank transfer (automatic);49,445;2385,79;No;0;44;2626;
3521-HTQTV;1;United States;California;Hesperia;92345;34.361387, -117.337509;34,361387;-117,337509;Male;No;No;No;34;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);28,71;1078,385;No;0;46;2026;
3744-ZBHON;1;United States;California;Highland;92346;34.129677, -117.154277;34,129677;-117,154277;Female;No;No;No;3;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Electronic check;22,22;72,545;No;0;24;4369;
3373-DIUUN;1;United States;California;Hinkley;92347;34.983808, -117.239306;34,983808;-117,239306;Male;No;Yes;Yes;30;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;23,375;783,09;No;0;70;3047;
8383-SGHJU;1;United States;California;Lake Arrowhead;92352;34.2565, -117.19335;34,2565;-117,19335;Female;No;No;No;33;Yes;Yes;DSL;Yes;No;No;Yes;No;No;One year;No;Electronic check;65,34;2148,08;No;0;38;2853;
7607-QKKTJ;1;United States;California;Loma Linda;92354;34.049315, -117.255974;34,049315;-117,255974;Male;No;Yes;Yes;45;Yes;Yes;Fiber optic;No;Yes;Yes;No;No;Yes;One year;Yes;Credit card (automatic);104,5;4805,735;No;0;27;2719;
7707-PYBBH;1;United States;California;Lucerne Valley;92356;34.508417, -116.856103;34,508417;-116,856103;Male;No;No;No;40;Yes;No;DSL;Yes;Yes;No;Yes;No;No;Month-to-month;Yes;Mailed check;68,09;2911,81;No;0;52;2520;
8984-HPEMB;1;United States;California;Lytle Creek;92358;34.238162, -117.534306;34,238162;-117,534306;Female;No;No;No;71;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Electronic check;130,515;9325,36;No;0;73;4296;
4139-DETXS;1;United States;California;Needles;92363;34.711224, -114.702256;34,711224;-114,702256;Female;No;Yes;No;72;No;No phone service;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Bank transfer (automatic);70,895;4980,8;No;0;45;5265;
9779-DPNEJ;1;United States;California;Nipton;92364;35.478736, -115.516984;35,478736;-115,516984;Female;No;Yes;Yes;22;Yes;No;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;88,165;1969,715;No;0;42;4732;
9805-FILKB;1;United States;California;Newberry Springs;92365;34.89326, -116.505958;34,89326;-116,505958;Male;No;Yes;No;46;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Bank transfer (automatic);22,22;930,16;No;0;68;2325;
5793-YOLJN;1;United States;California;Oro Grande;92368;34.647959, -117.296957;34,647959;-117,296957;Female;No;Yes;Yes;55;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;23,1;1331,33;No;0;24;5046;
0673-IGUQO;1;United States;California;Phelan;92371;34.441123, -117.537886;34,441123;-117,537886;Male;No;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;22,495;22,495;No;0;38;4845;
4123-FCVCB;1;United States;California;Pinon Hills;92372;34.459322, -117.629729;34,459322;-117,629729;Female;No;No;No;12;Yes;Yes;DSL;No;No;No;Yes;Yes;Yes;One year;Yes;Mailed check;83,435;939,895;No;0;70;5942;
8819-IMISP;1;United States;California;Redlands;92373;34.003243, -117.138286;34,003243;-117,138286;Male;No;No;No;31;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;88,495;2672,01;No;0;49;4684;
8311-UEUAB;1;United States;California;Rialto;92376;34.109775, -117.378904;34,109775;-117,378904;Female;No;Yes;No;67;Yes;Yes;DSL;Yes;No;No;No;Yes;Yes;Two year;Yes;Electronic check;83,05;5752,395;No;0;69;5420;
5858-EAFCZ;1;United States;California;Rialto;92377;34.156758, -117.404686;34,156758;-117,404686;Male;No;No;No;1;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Mailed check;48,895;48,895;No;0;74;3498;
1163-ONYEY;1;United States;California;Shoshone;92384;35.924252, -116.188668;35,924252;-116,188668;Male;No;Yes;Yes;41;Yes;Yes;DSL;Yes;Yes;Yes;No;Yes;No;Month-to-month;Yes;Credit card (automatic);82,005;3325,905;No;0;61;2748;
5656-MJEFC;1;United States;California;Victorville;92392;34.486835, -117.362274;34,486835;-117,362274;Male;No;Yes;No;42;No;No phone service;DSL;Yes;No;Yes;Yes;Yes;No;Two year;No;Credit card (automatic);52,965;2235,53;No;0;25;2673;
6082-OQFBA;1;United States;California;Victorville;92394;34.567058, -117.362329;34,567058;-117,362329;Male;No;Yes;No;23;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;21,615;480,59;No;0;70;5460;
8974-OVACP;1;United States;California;Yermo;92398;35.013299, -116.834092;35,013299;-116,834092;Female;No;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;22,165;22,165;No;0;31;3167;
4010-YLMVT;1;United States;California;Yucaipa;92399;34.04597, -117.011825;34,04597;-117,011825;Female;No;No;No;56;Yes;Yes;Fiber optic;Yes;Yes;No;No;Yes;Yes;Month-to-month;Yes;Credit card (automatic);117,26;6483,345;No;0;80;5056;
1379-FRVEB;1;United States;California;San Bernardino;92401;34.105935, -117.2914;34,105935;-117,2914;Male;No;No;Yes;15;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;No;Month-to-month;Yes;Electronic check;100,1;1573,055;No;0;48;4602;
8612-GXIDD;1;United States;California;San Bernardino;92404;34.183286, -117.221722;34,183286;-117,221722;Male;No;Yes;Yes;12;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Bank transfer (automatic);27,94;344,3;No;0;71;2219;
6288-CHQJB;1;United States;California;San Bernardino;92405;34.142747, -117.300864;34,142747;-117,300864;Female;No;Yes;No;54;Yes;No;DSL;Yes;No;Yes;Yes;No;Yes;Two year;No;Bank transfer (automatic);76,945;4259,035;No;0;57;5077;
8160-HOWOX;1;United States;California;San Bernardino;92407;34.250069, -117.393949;34,250069;-117,393949;Female;No;No;No;7;Yes;No;DSL;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;73,535;503,91;No;0;43;4858;
6648-INWPS;1;United States;California;San Bernardino;92410;34.106922, -117.297553;34,106922;-117,297553;Male;No;Yes;Yes;16;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Electronic check;22,165;375,485;No;0;58;5271;
4223-BKEOR;1;United States;California;San Bernardino;92411;34.122501, -117.320138;34,122501;-117,320138;Female;No;No;No;21;Yes;No;DSL;Yes;No;Yes;No;No;Yes;One year;No;Mailed check;71,335;1470,48;No;0;51;3302;
4079-VTGLK;1;United States;California;Riverside;92501;33.994676, -117.372498;33,994676;-117,372498;Male;Yes;Yes;No;30;Yes;Yes;DSL;No;No;Yes;No;Yes;Yes;Two year;No;Electronic check;82,335;2399,925;No;0;27;5610;
1763-WQFUK;1;United States;California;Riverside;92503;33.890046, -117.455583;33,890046;-117,455583;Male;No;No;No;3;Yes;No;DSL;No;No;No;Yes;No;No;Month-to-month;Yes;Mailed check;55,55;162,525;No;0;43;5258;
1391-UBDAR;1;United States;California;Riverside;92504;33.9108, -117.398153;33,9108;-117,398153;Male;No;No;No;11;Yes;No;Fiber optic;No;No;Yes;No;No;No;Month-to-month;No;Electronic check;80,19;900,295;No;0;71;3042;
8894-JVDCV;1;United States;California;Riverside;92505;33.920907, -117.489426;33,920907;-117,489426;Female;No;No;No;62;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;One year;Yes;Credit card (automatic);126,555;7846,795;No;0;43;6494;
2023-VQFDL;1;United States;California;Riverside;92506;33.930931, -117.361788;33,930931;-117,361788;Male;No;No;No;18;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Electronic check;20,9;383,68;No;0;39;5379;
1345-GKDZZ;1;United States;California;Riverside;92507;33.976328, -117.319786;33,976328;-117,319786;Male;No;No;Yes;6;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;21,505;141,46;No;0;69;2309;
2014-MKGMH;1;United States;California;Riverside;92508;33.885499, -117.324959;33,885499;-117,324959;Female;No;No;No;46;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;One year;Yes;Electronic check;111,21;5141,84;No;0;54;4883;
5628-FCGYG;1;United States;California;Riverside;92509;34.004379, -117.447864;34,004379;-117,447864;Male;No;No;No;21;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;92,51;1911,195;No;0;69;4649;
2560-WBWXF;1;United States;California;March Air Reserve Base;92518;33.888323, -117.277533;33,888323;-117,277533;Male;No;No;No;68;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Bank transfer (automatic);26,565;1648,735;No;0;70;5987;
0248-IPDFW;1;United States;California;Lake Elsinore;92530;33.655421, -117.391751;33,655421;-117,391751;Female;No;No;No;1;Yes;Yes;DSL;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;55,11;55,11;No;0;57;5617;
7978-DKUQH;1;United States;California;Lake Elsinore;92532;33.705836, -117.318204;33,705836;-117,318204;Female;No;Yes;No;25;Yes;No;Fiber optic;No;No;Yes;No;No;No;Month-to-month;Yes;Electronic check;82,06;1977,525;No;0;35;4591;
4335-UPJSI;1;United States;California;Aguanga;92536;33.482243, -116.827173;33,482243;-116,827173;Female;No;No;Yes;24;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;21,725;547,91;No;0;43;2639;
1784-EZDKJ;1;United States;California;Hemet;92544;33.644585, -116.871544;33,644585;-116,871544;Male;No;Yes;No;51;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;One year;Yes;Bank transfer (automatic);117,48;6048,68;No;0;33;4640;
9297-FVVDH;1;United States;California;Hemet;92545;33.734933, -117.044145;33,734933;-117,044145;Female;No;Yes;No;57;Yes;Yes;DSL;Yes;No;Yes;Yes;Yes;Yes;Two year;Yes;Electronic check;92,95;5329,94;No;0;41;5928;
8007-YYPWD;1;United States;California;Homeland;92548;33.761894, -117.120868;33,761894;-117,120868;Female;No;No;No;15;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);27,555;406,01;No;0;43;5218;
7101-HRBLJ;1;United States;California;Idyllwild;92549;33.755039, -116.741796;33,755039;-116,741796;Female;No;Yes;No;72;Yes;No;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);92,07;6706,59;No;0;36;4592;
6635-CPNUN;1;United States;California;Moreno Valley;92553;33.923149, -117.244933;33,923149;-117,244933;Male;No;Yes;No;28;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;No;Month-to-month;No;Credit card (automatic);106,26;2952,785;No;0;43;5530;
5453-YBTWV;1;United States;California;Moreno Valley;92557;33.970661, -117.255039;33,970661;-117,255039;Male;No;Yes;Yes;70;Yes;No;Fiber optic;Yes;Yes;Yes;Yes;Yes;No;Two year;Yes;Credit card (automatic);111,21;7694,28;No;0;62;4226;
5039-LZRQT;1;United States;California;Mountain Center;92561;33.638645, -116.55783;33,638645;-116,55783;Female;No;No;No;13;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;22,22;300,575;No;0;34;2953;
2931-VUVJN;1;United States;California;Murrieta;92562;33.548869, -117.334165;33,548869;-117,334165;Female;Yes;Yes;No;59;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;No;No;One year;Yes;Electronic check;103,455;6032,29;No;0;30;5061;
6418-PIQSP;1;United States;California;Perris;92570;33.787298, -117.320676;33,787298;-117,320676;Female;No;Yes;No;62;Yes;No;DSL;Yes;No;Yes;Yes;Yes;Yes;Two year;No;Mailed check;89,1;5484,49;No;0;31;4684;
8220-OCUFY;1;United States;California;Perris;92571;33.828289, -117.201666;33,828289;-117,201666;Female;No;No;No;21;Yes;No;DSL;Yes;No;Yes;Yes;No;No;One year;Yes;Electronic check;66,275;1384,185;No;0;25;4870;
3995-WFCSM;1;United States;California;San Jacinto;92582;33.806708, -117.02007;33,806708;-117,02007;Female;No;No;No;2;Yes;No;DSL;No;No;Yes;No;No;Yes;Month-to-month;No;Electronic check;66,935;122,54;No;0;54;3796;
1895-QTKDO;1;United States;California;San Jacinto;92583;33.796568, -116.924723;33,796568;-116,924723;Female;No;No;No;1;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Credit card (automatic);48,345;48,345;No;0;20;5684;
2038-OEQZH;1;United States;California;Menifee;92584;33.653338, -117.178271;33,653338;-117,178271;Male;No;No;No;4;Yes;No;Fiber optic;No;No;Yes;No;No;Yes;Month-to-month;No;Electronic check;94,655;338,91;No;0;55;3653;
